3000,200,1420,0.01,0,1,10,1,1,1,115
3000,200,1420,0.01,0,1,10,1,1,10,115
3000,200,1429,0.01,0,1,10,1,1,1,115
3000,200,1429,0.01,0,1,10,1,1,10,115
3000,200,1438,0.01,0,1,10,1,1,1,115
3000,200,1438,0.01,0,1,10,1,1,10,115
3000,200,1420,0.01,0,1,10,1,1,1,124
3000,200,1420,0.01,0,1,10,1,1,10,124
3000,200,1429,0.01,0,1,10,1,1,1,124
3000,200,1429,0.01,0,1,10,1,1,10,124
3000,200,1438,0.01,0,1,10,1,1,1,124
3000,200,1438,0.01,0,1,10,1,1,10,124
3000,200,1420,0.01,0,1,10,1,1,1,133
3000,200,1420,0.01,0,1,10,1,1,10,133
3000,200,1429,0.01,0,1,10,1,1,1,133
3000,200,1429,0.01,0,1,10,1,1,10,133
3000,200,1438,0.01,0,1,10,1,1,1,133
3000,200,1438,0.01,0,1,10,1,1,10,133
3000,200,1420,0.1,0,1,10,1,1,1,115
3000,200,1420,0.1,0,1,10,1,1,10,115
3000,200,1429,0.1,0,1,10,1,1,1,115
3000,200,1429,0.1,0,1,10,1,1,10,115
3000,200,1438,0.1,0,1,10,1,1,1,115
3000,200,1438,0.1,0,1,10,1,1,10,115
3000,200,1420,0.1,0,1,10,1,1,1,124
3000,200,1420,0.1,0,1,10,1,1,10,124
3000,200,1429,0.1,0,1,10,1,1,1,124
3000,200,1429,0.1,0,1,10,1,1,10,124
3000,200,1438,0.1,0,1,10,1,1,1,124
3000,200,1438,0.1,0,1,10,1,1,10,124
3000,200,1420,0.1,0,1,10,1,1,1,133
3000,200,1420,0.1,0,1,10,1,1,10,133
3000,200,1429,0.1,0,1,10,1,1,1,133
3000,200,1429,0.1,0,1,10,1,1,10,133
3000,200,1438,0.1,0,1,10,1,1,1,133
3000,200,1438,0.1,0,1,10,1,1,10,133
3000,200,1420,0.19,0,1,10,1,1,1,115
3000,200,1420,0.19,0,1,10,1,1,10,115
3000,200,1429,0.19,0,1,10,1,1,1,115
3000,200,1429,0.19,0,1,10,1,1,10,115
3000,200,1438,0.19,0,1,10,1,1,1,115
3000,200,1438,0.19,0,1,10,1,1,10,115
3000,200,1420,0.19,0,1,10,1,1,1,124
3000,200,1420,0.19,0,1,10,1,1,10,124
3000,200,1429,0.19,0,1,10,1,1,1,124
3000,200,1429,0.19,0,1,10,1,1,10,124
3000,200,1438,0.19,0,1,10,1,1,1,124
3000,200,1438,0.19,0,1,10,1,1,10,124
3000,200,1420,0.19,0,1,10,1,1,1,133
3000,200,1420,0.19,0,1,10,1,1,10,133
3000,200,1429,0.19,0,1,10,1,1,1,133
3000,200,1429,0.19,0,1,10,1,1,10,133
3000,200,1438,0.19,0,1,10,1,1,1,133
3000,200,1438,0.19,0,1,10,1,1,10,133
3000,200,1420,0.01,1,10,10,1,1,1,115
3000,200,1420,0.01,0,10,10,1,1,10,115
3000,200,1429,0.01,1,10,10,1,1,1,115
3000,200,1429,0.01,0,10,10,1,1,10,115
3000,200,1438,0.01,1,10,10,1,1,1,115
3000,200,1438,0.01,0,10,10,1,1,10,115
3000,200,1420,0.01,1,10,10,1,1,1,124
3000,200,1420,0.01,0,10,10,1,1,10,124
3000,200,1429,0.01,1,10,10,1,1,1,124
3000,200,1429,0.01,0,10,10,1,1,10,124
3000,200,1438,0.01,1,10,10,1,1,1,124
3000,200,1438,0.01,0,10,10,1,1,10,124
3000,200,1420,0.01,1,10,10,1,1,1,133
3000,200,1420,0.01,0,10,10,1,1,10,133
3000,200,1429,0.01,1,10,10,1,1,1,133
3000,200,1429,0.01,0,10,10,1,1,10,133
3000,200,1438,0.01,1,10,10,1,1,1,133
3000,200,1438,0.01,0,10,10,1,1,10,133
3000,200,1420,0.1,0,10,10,1,1,1,115
3000,200,1420,0.1,0,10,10,1,1,10,115
3000,200,1429,0.1,0,10,10,1,1,1,115
3000,200,1429,0.1,0,10,10,1,1,10,115
3000,200,1438,0.1,0,10,10,1,1,1,115
3000,200,1438,0.1,0,10,10,1,1,10,115
3000,200,1420,0.1,0,10,10,1,1,1,124
3000,200,1420,0.1,0,10,10,1,1,10,124
3000,200,1429,0.1,0,10,10,1,1,1,124
3000,200,1429,0.1,0,10,10,1,1,10,124
3000,200,1438,0.1,0,10,10,1,1,1,124
3000,200,1438,0.1,0,10,10,1,1,10,124
3000,200,1420,0.1,0,10,10,1,1,1,133
3000,200,1420,0.1,0,10,10,1,1,10,133
3000,200,1429,0.1,0,10,10,1,1,1,133
3000,200,1429,0.1,0,10,10,1,1,10,133
3000,200,1438,0.1,0,10,10,1,1,1,133
3000,200,1438,0.1,0,10,10,1,1,10,133
3000,200,1420,0.19,0,10,10,1,1,1,115
3000,200,1420,0.19,0,10,10,1,1,10,115
3000,200,1429,0.19,0,10,10,1,1,1,115
3000,200,1429,0.19,0,10,10,1,1,10,115
3000,200,1438,0.19,0,10,10,1,1,1,115
3000,200,1438,0.19,0,10,10,1,1,10,115
3000,200,1420,0.19,0,10,10,1,1,1,124
3000,200,1420,0.19,0,10,10,1,1,10,124
3000,200,1429,0.19,0,10,10,1,1,1,124
3000,200,1429,0.19,0,10,10,1,1,10,124
3000,200,1438,0.19,0,10,10,1,1,1,124
3000,200,1438,0.19,0,10,10,1,1,10,124
3000,200,1420,0.19,0,10,10,1,1,1,133
3000,200,1420,0.19,0,10,10,1,1,10,133
3000,200,1429,0.19,0,10,10,1,1,1,133
3000,200,1429,0.19,0,10,10,1,1,10,133
3000,200,1438,0.19,0,10,10,1,1,1,133
3000,200,1438,0.19,0,10,10,1,1,10,133
3000,200,1420,0.01,1,19,10,1,1,1,115
3000,200,1420,0.01,0,19,10,1,1,10,115
3000,200,1429,0.01,1,19,10,1,1,1,115
3000,200,1429,0.01,0,19,10,1,1,10,115
3000,200,1438,0.01,1,19,10,1,1,1,115
3000,200,1438,0.01,0,19,10,1,1,10,115
3000,200,1420,0.01,1,19,10,1,1,1,124
3000,200,1420,0.01,0,19,10,1,1,10,124
3000,200,1429,0.01,1,19,10,1,1,1,124
3000,200,1429,0.01,0,19,10,1,1,10,124
3000,200,1438,0.01,1,19,10,1,1,1,124
3000,200,1438,0.01,0,19,10,1,1,10,124
3000,200,1420,0.01,1,19,10,1,1,1,133
3000,200,1420,0.01,0,19,10,1,1,10,133
3000,200,1429,0.01,1,19,10,1,1,1,133
3000,200,1429,0.01,0,19,10,1,1,10,133
3000,200,1438,0.01,1,19,10,1,1,1,133
3000,200,1438,0.01,0,19,10,1,1,10,133
3000,200,1420,0.1,0,19,10,1,1,1,115
3000,200,1420,0.1,0,19,10,1,1,10,115
3000,200,1429,0.1,0,19,10,1,1,1,115
3000,200,1429,0.1,0,19,10,1,1,10,115
3000,200,1438,0.1,0,19,10,1,1,1,115
3000,200,1438,0.1,0,19,10,1,1,10,115
3000,200,1420,0.1,0,19,10,1,1,1,124
3000,200,1420,0.1,0,19,10,1,1,10,124
3000,200,1429,0.1,0,19,10,1,1,1,124
3000,200,1429,0.1,0,19,10,1,1,10,124
3000,200,1438,0.1,0,19,10,1,1,1,124
3000,200,1438,0.1,0,19,10,1,1,10,124
3000,200,1420,0.1,0,19,10,1,1,1,133
3000,200,1420,0.1,0,19,10,1,1,10,133
3000,200,1429,0.1,0,19,10,1,1,1,133
3000,200,1429,0.1,0,19,10,1,1,10,133
3000,200,1438,0.1,0,19,10,1,1,1,133
3000,200,1438,0.1,0,19,10,1,1,10,133
3000,200,1420,0.19,0,19,10,1,1,1,115
3000,200,1420,0.19,0,19,10,1,1,10,115
3000,200,1429,0.19,0,19,10,1,1,1,115
3000,200,1429,0.19,0,19,10,1,1,10,115
3000,200,1438,0.19,0,19,10,1,1,1,115
3000,200,1438,0.19,0,19,10,1,1,10,115
3000,200,1420,0.19,0,19,10,1,1,1,124
3000,200,1420,0.19,0,19,10,1,1,10,124
3000,200,1429,0.19,0,19,10,1,1,1,124
3000,200,1429,0.19,0,19,10,1,1,10,124
3000,200,1438,0.19,0,19,10,1,1,1,124
3000,200,1438,0.19,0,19,10,1,1,10,124
3000,200,1420,0.19,0,19,10,1,1,1,133
