0,90,0,0,80,60,10,60,1,1849
50,90,90,90,30,10,10,0,1,37
0,50,90,0,50,10,30,80,0,2999
70,10,30,50,50,10,10,30,0,2999
60,30,60,90,10,10,40,80,0,2999
50,90,10,20,10,10,50,90,0,2999
90,80,0,0,50,70,10,70,1,2460
70,90,70,90,10,90,10,40,0,2999
70,30,50,90,10,60,10,40,0,2999
70,90,90,0,10,30,10,0,1,32
90,0,70,90,10,80,10,90,1,11
20,40,30,50,10,90,10,40,0,2999
30,40,10,0,60,10,10,10,0,2999
90,90,40,50,80,90,10,50,0,2999
0,90,40,90,30,90,10,40,0,2999
50,90,70,90,10,90,50,90,0,2999
0,60,60,90,90,40,30,90,1,1695
60,90,0,90,10,80,10,40,0,2999
30,10,40,0,40,10,10,90,0,2999
90,50,60,40,10,40,40,80,1,2304
40,20,0,90,10,90,10,80,1,2007
30,90,90,90,90,70,10,40,0,2999
30,50,70,90,10,90,10,0,1,61
10,50,90,50,90,10,50,90,1,2417
90,90,90,0,40,10,70,40,0,2999
90,90,80,20,90,90,10,0,1,36
0,90,50,10,10,60,10,20,0,2999
90,60,60,90,90,10,40,50,0,2999
60,40,40,0,70,10,50,90,0,2999
70,60,50,0,90,10,30,0,1,7
90,0,90,0,50,10,10,50,1,5
10,90,90,90,10,10,90,50,0,2999
0,90,60,50,10,90,40,90,0,2999
50,90,0,30,80,10,40,90,0,2999
40,80,50,80,10,40,10,20,0,2999
70,90,70,0,10,10,10,0,1,21
90,50,50,40,30,10,50,60,0,2999
90,90,60,40,60,10,90,80,0,2999
80,50,0,50,10,10,10,40,1,1877
40,90,70,50,60,90,30,70,1,1717
0,90,0,30,60,50,10,70,1,1921
90,30,40,0,20,70,10,90,1,2708
60,90,90,50,50,90,30,70,0,2999
0,50,70,60,90,10,40,90,0,2999
60,50,0,0,90,50,10,40,1,39
40,60,90,90,50,10,60,60,0,2999
80,40,60,60,90,60,10,40,0,2999
90,20,10,90,90,10,10,50,0,2999
0,50,40,0,10,30,30,80,0,2999
50,90,90,90,80,50,50,90,1,1804
0,50,90,90,50,10,10,10,0,2999
30,0,0,90,90,20,90,0,1,1
90,0,0,40,90,70,10,0,1,2
70,40,90,60,10,60,60,90,1,1205
90,60,0,60,90,10,90,40,1,4
30,10,40,90,90,10,10,0,1,9
90,0,0,0,30,10,10,0,1,1
90,30,0,40,90,10,50,70,1,4
90,80,0,0,50,70,10,80,1,2463
40,90,90,90,90,40,40,90,0,2999
90,90,90,20,90,80,10,0,1,37
20,30,80,90,10,90,10,30,0,2999
40,60,20,90,10,10,50,40,0,2999
40,70,60,0,90,50,30,90,1,1547
30,40,0,90,50,90,10,70,1,77
40,10,10,90,10,20,10,40,1,17
90,50,70,0,40,40,30,90,0,2999
10,90,50,70,40,10,90,90,0,2999
90,90,90,80,40,40,60,60,1,2850
40,40,90,0,60,90,10,90,0,2999
40,30,90,40,50,70,10,30,1,2233
0,40,0,40,10,60,10,90,0,2999
70,30,0,30,90,10,10,90,0,2999
40,80,60,10,90,40,30,70,1,1949
40,40,60,90,60,90,10,60,0,2999
90,0,50,10,60,10,10,90,1,4
40,30,10,90,10,90,10,90,0,2999
90,90,20,90,90,50,10,30,0,2999
20,50,90,20,50,50,10,40,0,2999
80,90,10,0,10,40,10,60,0,2999
90,30,0,40,90,50,10,40,1,17
0,40,70,50,40,90,10,80,0,2999
50,70,30,90,60,10,10,0,1,16
70,90,0,90,50,80,10,90,0,2999
90,90,90,20,90,90,10,20,0,2999
0,40,60,90,90,60,10,90,0,2999
90,60,50,20,90,10,20,0,1,7
90,30,90,90,80,90,10,90,0,2999
90,90,70,90,40,10,70,50,0,2999
20,50,40,0,90,70,10,80,1,1681
70,90,70,0,10,10,10,10,0,2999
50,10,50,90,90,10,10,20,1,2223
70,60,50,0,80,10,10,0,1,13
0,30,90,80,90,60,10,30,1,2284
0,90,0,30,50,60,10,90,1,1937
50,10,90,60,30,60,10,60,1,1178
10,40,70,0,10,90,10,30,0,2999
90,50,20,40,50,50,10,50,0,2999
60,60,0,40,10,90,10,70,0,2999
50,90,0,10,90,10,10,0,1,11
0,90,90,0,40,90,20,40,1,2836
0,90,0,50,10,80,10,20,0,2999
70,50,70,40,10,90,10,30,0,2999
50,30,80,50,90,10,30,60,0,2999
0,10,80,90,10,10,10,60,0,2999
80,90,90,90,10,10,10,10,0,2999
0,80,0,90,40,40,10,70,1,2568
50,50,90,0,60,10,50,50,0,2999
90,30,90,0,10,10,50,60,0,2999
50,80,90,10,10,30,90,90,1,1527
0,90,10,20,70,40,10,90,1,2404
0,50,80,50,10,30,10,20,0,2999
30,40,90,50,10,10,70,40,0,2999
40,90,50,0,90,40,20,70,1,2274
30,40,10,70,40,40,10,40,1,1752
40,90,60,10,90,40,20,80,0,2999
0,60,90,90,10,60,40,60,1,2950
80,40,90,90,10,10,80,50,0,2999
50,90,40,50,10,10,90,60,1,2903
40,20,40,20,90,40,10,30,1,871
40,70,50,40,10,50,30,60,0,2999
40,90,0,10,80,40,10,40,0,2999
90,30,90,90,60,40,10,10,1,28
70,90,0,70,10,10,10,10,0,2999
0,50,90,70,60,80,10,30,1,2948
50,90,40,90,70,10,10,10,0,2999
50,90,40,0,50,10,90,90,0,2999
90,90,10,50,50,10,40,60,0,2999
60,70,40,40,40,10,10,10,0,2999
90,70,90,0,10,90,30,90,0,2999
90,90,90,0,90,10,10,0,1,19
40,70,90,50,70,10,90,90,0,2999
60,50,90,0,10,10,80,20,1,577
90,20,90,30,90,50,10,90,0,2999
50,70,90,90,10,50,40,50,0,2999
10,90,40,90,10,50,50,70,0,2999
0,60,90,0,90,50,10,90,0,2999
0,90,0,90,30,30,10,80,0,2999
40,40,40,50,90,10,10,0,1,15
0,50,40,90,50,10,40,50,1,2053
90,90,90,30,20,50,50,70,0,2999
50,0,90,0,10,10,10,80,1,1253
80,90,90,90,40,50,60,90,0,2999
20,10,40,60,10,10,10,90,0,2999
0,30,20,0,10,60,10,40,1,432
30,50,20,50,60,40,10,40,1,2478
0,40,60,10,50,10,10,0,1,78
0,30,50,30,70,40,10,90,1,2066
50,90,60,50,90,50,10,20,0,2999
50,70,0,70,60,30,10,90,0,2999
90,90,70,60,90,10,10,0,1,16
90,40,90,50,10,40,20,40,0,2999
0,90,90,60,50,40,20,30,0,2999
0,0,70,90,10,90,10,80,1,105
10,80,20,40,50,90,10,60,1,2159
40,10,80,40,40,20,10,70,0,2999
0,30,80,90,50,50,10,50,1,2293
50,0,40,0,90,10,10,0,1,2
90,50,90,90,10,80,40,80,1,2366
30,90,30,0,20,60,40,90,1,1607
30,90,90,20,90,90,20,90,1,1952
50,30,40,0,10,50,10,20,1,42
60,40,90,50,10,50,40,90,1,1718
60,60,50,0,90,10,30,20,0,2999
60,60,60,0,10,10,60,30,0,2999
70,50,0,30,10,10,10,50,0,2999
90,90,30,0,60,70,20,80,1,2943
40,90,50,40,50,10,70,50,0,2999
0,90,70,90,10,10,40,0,1,57
80,50,80,0,40,10,90,90,0,2999
90,60,80,0,90,10,80,50,0,2999
90,90,20,0,60,80,10,70,0,2999
20,90,80,0,90,10,60,40,1,2992
90,30,0,90,10,50,10,80,1,1974
90,40,90,90,40,90,10,40,0,2999
90,90,40,20,60,10,50,20,0,2999
40,90,10,0,40,50,20,90,1,2843
70,20,20,90,10,10,10,50,0,2999
50,90,30,40,10,90,10,20,0,2999
70,60,90,50,50,10,90,40,0,2999
80,10,90,0,70,10,20,40,1,2940
30,40,50,90,60,40,10,30,0,2999
60,90,0,50,50,60,10,20,1,40
90,60,30,90,50,80,10,40,0,2999
0,90,90,90,10,90,10,0,0,2999
60,20,0,0,50,10,10,60,0,2999
90,50,40,0,10,70,10,50,0,2999
90,90,0,70,70,10,10,0,1,7
0,20,0,10,10,10,10,90,0,2999
80,90,50,30,10,10,90,50,0,2999
0,90,10,40,10,40,40,90,1,1632
40,20,50,10,70,30,10,40,1,1319
40,60,10,10,10,50,10,20,0,2999
0,60,30,30,40,50,10,50,1,2457
40,90,90,10,10,30,80,90,0,2999
80,90,0,0,20,90,10,30,1,43
0,50,90,90,40,50,20,60,1,2176
30,0,50,40,90,10,10,90,1,387
90,90,90,40,90,10,10,0,1,19
0,90,90,0,40,90,10,30,0,2999
90,90,10,50,90,10,80,90,1,1210
0,70,90,90,10,60,40,90,0,2999
50,90,90,30,30,50,10,10,0,2999
20,10,50,40,90,10,10,90,0,2999
40,90,0,0,40,50,10,90,0,2999
80,90,90,0,70,50,40,40,1,1567
90,40,10,0,10,10,40,90,1,1496
30,40,0,80,10,40,10,30,0,2999
0,50,30,90,10,80,10,0,1,158
40,90,0,90,90,20,10,50,0,2999
40,80,40,50,50,90,20,90,1,2177
10,90,0,90,10,10,10,10,0,2999
50,60,90,50,60,90,10,20,0,2999
0,90,30,90,50,10,50,60,1,2450
0,80,90,40,90,90,10,90,0,2999
0,70,60,70,90,20,10,0,1,142
0,90,20,40,50,40,10,70,0,2999
90,10,50,10,60,10,10,90,0,2999
0,60,30,90,90,10,10,30,0,2999
50,70,60,90,10,10,90,10,1,10
60,50,0,80,50,10,10,30,0,2999
60,40,90,50,10,50,30,90,0,2999
20,30,0,50,90,10,10,30,1,1714
30,90,20,50,60,90,10,50,0,2999
40,50,30,60,10,10,70,90,1,1808
90,30,90,50,10,10,70,90,1,1674
80,50,0,0,90,50,10,50,1,1173
90,50,90,70,50,10,40,20,0,2999
80,90,0,0,10,90,10,30,0,2999
0,90,50,80,60,30,40,90,1,1915
0,90,20,0,10,10,60,50,0,2999
90,90,40,90,10,60,10,0,1,24
10,60,0,40,90,10,10,20,0,2999
10,90,40,10,70,90,10,10,1,237
90,50,50,30,90,20,40,60,1,2669
90,90,90,90,90,10,90,30,0,2999
80,40,30,0,10,10,50,90,1,1757
40,90,90,10,70,10,90,30,0,2999
20,90,90,50,30,10,90,10,0,2999
10,40,50,90,10,10,90,20,1,22
20,90,40,0,40,10,90,20,1,1596
70,40,90,90,90,20,50,90,1,2991
90,90,40,90,10,60,40,60,0,2999
80,90,90,0,90,20,10,10,0,2999
30,50,90,50,60,10,40,20,0,2999
50,90,50,90,60,90,10,20,0,2999
0,90,70,50,60,90,10,10,0,2999
0,70,80,90,10,10,50,10,0,2999
10,10,90,90,90,10,10,30,1,2529
0,90,0,0,60,10,30,50,1,1905
50,90,50,90,10,10,90,20,1,597
90,0,0,40,10,70,10,0,1,2
90,10,0,0,30,40,10,0,1,4
90,90,0,80,90,10,80,90,1,988
80,0,0,90,50,60,10,30,1,4
90,90,30,90,90,10,70,80,0,2999
90,60,80,90,90,90,10,0,1,29
90,10,70,80,10,70,10,90,1,1664
90,60,90,0,90,20,30,80,0,2999
90,40,0,30,80,10,50,50,1,4
50,30,50,0,50,30,10,40,0,2999
90,60,40,90,10,30,10,90,0,2999
90,50,0,80,10,50,10,40,0,2999
20,50,10,90,50,70,10,60,1,1713
70,60,90,90,20,60,10,0,1,32
60,90,90,10,10,10,90,0,1,6
0,90,90,40,90,10,70,50,0,2999
0,70,90,0,60,10,40,20,0,2999
90,90,90,90,90,60,50,60,1,1649
0,80,40,90,50,10,40,70,0,2999
90,20,60,90,50,30,10,20,0,2999
10,50,50,0,10,10,40,10,1,36
90,0,90,0,90,10,10,50,1,5
0,50,90,90,50,50,10,60,0,2999
90,90,70,60,80,10,10,10,0,2999
90,60,90,40,90,90,20,70,1,2198
80,10,90,0,70,10,10,40,0,2999
20,90,40,40,90,10,30,50,0,2999
0,20,80,0,10,10,10,60,0,2999
90,60,10,90,50,10,40,90,1,2368
60,90,10,60,50,50,10,20,0,2999
70,50,50,50,80,90,10,90,0,2999
90,40,30,30,10,40,10,90,0,2999
30,50,40,0,60,50,10,90,0,2999
90,30,90,50,10,10,70,90,1,1674
0,90,0,0,80,10,30,90,1,1976
40,10,90,90,10,40,10,90,0,2999
50,90,70,90,70,10,60,20,0,2999
90,50,70,90,50,10,60,90,0,2999
90,90,0,0,90,40,20,90,1,2178
90,90,40,70,90,10,70,20,1,9
60,90,90,90,10,10,90,20,0,2999
50,40,60,90,70,40,20,90,0,2999
0,60,60,50,10,90,10,0,1,243
0,60,90,40,20,10,80,90,0,2999
0,30,0,90,30,10,10,60,0,2999
0,60,80,30,90,40,10,10,0,2999
20,10,90,90,90,10,10,40,0,2999
90,90,40,60,80,10,90,30,1,2680
0,60,50,20,40,10,10,0,1,94
90,70,0,0,90,40,10,70,0,2999
90,30,90,0,10,30,10,20,0,2999
90,90,90,60,10,80,10,0,1,39
0,40,60,10,40,10,10,10,0,2999
0,90,90,0,50,10,90,90,1,2966
0,30,70,0,90,10,10,60,0,2999
70,90,80,0,60,50,30,40,1,2586
40,40,40,40,50,10,40,50,0,2999
90,90,30,90,10,50,10,10,0,2999
0,90,20,40,10,30,50,90,1,2251
80,30,40,40,10,40,10,20,0,2999
10,50,20,70,50,90,10,90,1,1655
90,40,90,50,10,10,70,90,1,2746
90,20,80,90,10,70,10,90,0,2999
50,90,50,0,30,40,40,90,0,2999
40,20,90,30,10,90,10,90,0,2999
30,20,90,40,10,70,10,20,1,79
50,90,50,0,90,90,10,60,0,2999
60,50,90,40,90,30,10,10,0,2999
80,60,90,90,90,90,10,20,0,2999
0,50,30,90,10,70,10,10,0,2999
10,50,60,90,60,90,10,10,1,191
20,60,40,40,50,50,10,10,1,102
0,90,20,0,90,40,10,90,0,2999
30,90,90,60,10,10,10,0,1,682
10,10,90,90,10,40,10,10,1,68
0,80,90,90,60,10,80,20,1,1337
90,80,60,50,10,90,30,70,0,2999
70,10,90,90,90,40,10,50,1,1059
90,80,90,50,90,60,30,70,0,2999
0,70,90,20,10,40,40,50,0,2999
90,40,90,40,10,10,70,20,1,7
80,50,50,40,90,30,30,90,0,2999
30,60,90,90,40,60,10,10,0,2999
0,50,20,50,90,40,10,90,1,2075
80,60,90,90,10,60,10,10,0,2999
40,10,40,20,90,10,10,20,1,1566
40,30,40,40,90,10,10,10,0,2999
0,90,90,90,10,60,50,30,1,479
50,90,0,90,10,50,40,90,1,1600
60,0,60,90,50,10,10,60,1,7
20,60,40,50,40,60,10,10,1,106
90,90,90,10,60,50,30,40,0,2999
60,10,90,0,10,10,10,80,0,2999
10,90,50,90,60,50,10,10,0,2999
40,60,50,90,10,10,90,70,0,2999
90,30,20,50,90,30,10,10,1,13
90,90,10,0,30,10,60,60,1,2497
0,50,90,90,90,50,10,20,0,2999
20,20,60,90,10,10,50,30,1,527
30,50,80,10,90,20,50,90,1,1344
40,20,90,50,10,60,10,40,0,2999
10,90,40,40,20,30,50,90,0,2999
50,90,60,90,80,10,90,70,0,2999
90,40,90,50,10,10,60,90,0,2999
40,60,40,90,10,90,30,60,0,2999
90,60,70,30,50,60,10,10,1,45
10,90,90,0,60,40,30,60,1,2244
0,80,20,90,10,10,90,40,1,1978
60,90,30,90,90,90,10,70,0,2999
60,60,80,50,50,40,30,60,0,2999
40,90,40,40,90,10,90,90,0,2999
0,60,50,90,80,90,10,30,1,2631
0,40,90,60,40,10,40,70,1,2624
60,90,0,90,30,10,20,60,0,2999
90,20,40,80,50,50,10,70,1,2124
20,70,20,0,50,10,40,80,0,2999
90,70,50,0,40,40,10,20,0,2999
30,50,50,50,10,10,40,10,1,18
90,40,90,0,40,90,10,40,0,2999
30,60,0,90,40,70,10,60,1,1434
40,90,30,30,90,10,10,0,1,22
50,70,90,60,90,10,90,10,1,12
80,40,50,0,40,90,10,90,1,2230
90,80,0,60,90,60,10,70,0,2999
10,90,90,80,90,20,10,0,1,108
40,50,40,30,90,50,10,50,1,2552
60,90,0,10,10,10,10,10,0,2999
70,70,90,0,10,50,40,30,1,1883
90,90,20,0,10,10,50,30,1,2615
40,80,40,90,10,90,10,0,1,53
30,80,50,70,50,90,20,90,0,2999
10,90,50,0,10,90,30,60,0,2999
20,60,20,30,40,90,10,90,0,2999
20,90,60,40,10,10,20,10,0,2999
60,50,30,0,20,10,40,70,0,2999
50,40,20,50,10,10,40,90,1,2893
90,90,30,20,10,10,40,40,0,2999
40,90,40,0,90,10,70,50,1,2618
80,0,90,90,70,10,10,50,1,5
30,50,30,50,90,40,10,90,0,2999
50,40,90,90,90,10,50,90,0,2999
60,40,90,10,90,10,90,90,1,1797
60,90,60,0,10,60,30,30,0,2999
0,90,0,0,60,10,10,50,0,2999
0,50,80,60,40,10,40,60,1,2852
10,60,40,40,40,50,10,30,0,2999
30,50,80,10,90,10,50,90,0,2999
50,20,90,80,70,50,10,50,1,2318
90,90,90,30,80,10,90,10,1,8
10,90,90,10,60,10,90,80,0,2999
80,30,40,50,10,90,10,70,0,2999
0,70,90,0,10,90,20,90,0,2999
90,90,0,40,90,50,10,20,1,28
40,70,40,90,90,10,40,50,0,2999
30,90,90,90,40,90,30,50,1,2180
50,70,50,80,30,40,40,90,0,2999
90,60,90,90,10,90,40,80,0,2999
30,20,50,60,10,40,10,10,1,39
90,20,70,40,50,40,10,60,0,2999
0,50,0,90,20,90,10,60,1,2202
40,30,0,50,50,10,10,70,0,2999
90,90,0,50,10,70,10,20,0,2999
30,50,90,10,30,50,30,90,0,2999
70,50,90,80,90,10,90,60,0,2999
0,30,90,40,70,40,10,90,0,2999
0,50,20,90,60,40,10,90,1,2050
10,30,20,0,10,70,10,50,1,2491
0,90,80,90,10,90,40,50,0,2999
30,90,50,90,10,30,70,20,1,32
90,90,40,20,40,90,10,20,0,2999
90,10,70,90,10,10,10,50,0,2999
90,40,90,20,60,10,60,20,1,8
80,90,90,90,80,40,50,50,1,2406
0,90,80,0,30,30,50,90,1,2023
60,40,30,0,10,10,10,10,0,2999
90,90,40,30,10,50,40,90,0,2999
50,90,40,50,10,10,90,90,1,2920
70,90,0,0,50,10,40,60,0,2999
0,50,20,90,40,90,10,80,1,1993
70,50,60,80,10,10,50,20,1,2566
0,20,50,20,10,60,10,60,1,2566
50,60,40,90,10,90,10,10,1,286
30,20,40,0,10,50,10,60,0,2999
90,90,90,60,10,70,40,30,0,2999
30,50,70,20,40,10,90,20,1,17
90,20,70,0,10,90,10,90,0,2999
0,90,50,60,10,60,10,0,1,234
0,40,70,80,40,10,40,50,1,2276
10,40,60,10,10,10,50,40,0,2999
0,80,40,90,10,10,90,10,1,46
10,20,20,70,50,10,10,20,1,2025
50,30,90,90,90,50,10,50,1,2865
0,90,50,90,90,90,10,30,0,2999
30,90,70,0,90,10,50,50,0,2999
40,50,30,50,10,10,50,90,1,2625
0,50,90,50,40,10,30,60,0,2999
60,10,60,90,60,10,10,60,0,2999
0,60,10,60,10,10,30,40,0,2999
90,90,0,50,40,90,10,60,1,1869
0,20,40,0,90,10,10,10,1,1444
90,20,0,90,90,10,80,70,1,2
90,10,0,0,50,10,10,10,1,3
20,90,10,0,10,90,10,0,1,63
90,0,0,0,50,10,10,0,1,1
60,90,10,90,10,90,50,90,1,1773
90,90,10,60,10,90,30,90,0,2999
90,50,10,60,90,10,50,70,1,1400
10,90,90,30,90,40,50,90,1,1627
0,60,20,90,60,60,10,70,1,2057
90,50,10,70,80,10,40,80,1,2384
30,90,90,80,30,10,10,10,0,2999
10,90,90,0,60,40,30,60,1,2244
90,40,30,90,70,10,30,90,0,2999
60,60,90,40,10,10,10,10,0,2999
10,90,90,80,90,20,10,0,1,108
70,80,90,30,50,10,50,0,1,7
0,10,90,80,10,70,10,70,1,2027
50,50,30,50,10,10,40,90,0,2999
50,50,90,0,10,60,10,10,0,2999
70,90,40,90,90,40,30,90,0,2999
0,90,90,50,90,40,40,90,1,2076
90,40,50,40,80,10,40,40,1,2524
0,30,0,50,90,10,10,90,1,1491
60,90,30,30,50,50,20,60,0,2999
0,90,70,70,80,10,10,0,1,161
50,60,70,30,10,90,40,90,0,2999
0,70,60,60,40,50,20,90,1,2263
90,90,50,0,90,50,30,90,1,2982
90,50,0,0,10,80,10,90,0,2999
90,90,90,60,10,30,90,50,0,2999
50,20,90,70,50,70,10,90,0,2999
90,40,90,40,10,10,70,30,1,1650
50,50,90,10,10,10,90,60,0,2999
0,50,0,90,10,90,10,60,0,2999
30,60,90,90,90,90,20,90,1,1603
90,90,50,90,50,90,30,90,1,2228
40,90,90,0,50,40,30,50,0,2999
30,90,90,0,60,90,20,70,0,2999
30,90,0,50,60,10,20,50,0,2999
60,90,20,50,90,10,60,50,0,2999
10,90,50,0,60,60,10,40,1,2969
90,40,40,30,70,30,10,10,1,21
90,40,90,0,90,90,10,90,1,2834
90,20,0,0,10,10,10,90,0,2999
0,70,60,60,50,40,20,90,1,2348
50,60,70,90,20,10,50,20,0,2999
0,30,90,0,10,40,10,10,0,2999
90,0,90,90,50,10,10,90,1,1012
0,70,40,90,50,50,10,90,0,2999
60,40,40,90,90,10,10,20,0,2999
30,80,90,60,90,30,30,50,0,2999
0,70,90,90,50,20,40,90,0,2999
0,50,90,20,10,10,80,10,1,54
30,20,60,50,40,10,10,10,0,2999
90,40,90,90,90,40,10,10,0,2999
50,50,20,80,90,50,10,50,1,2638
80,90,90,90,80,40,50,50,1,2406
0,40,90,50,40,90,10,30,1,2713
0,90,90,40,10,30,90,50,1,2537
50,50,20,90,30,50,10,70,0,2999
30,60,0,40,20,10,10,10,1,1179
50,90,0,90,80,10,50,90,0,2999
10,30,60,90,10,10,50,40,0,2999
90,90,50,80,50,90,20,80,0,2999
0,90,70,0,10,50,50,90,0,2999
80,50,50,0,50,90,10,80,0,2999
90,30,0,90,10,90,10,70,0,2999
50,50,60,30,80,10,80,60,1,2146
20,10,50,80,10,50,10,30,1,54
10,50,90,70,90,90,10,50,1,2233
90,40,80,0,90,10,10,0,1,10
