0.592,0.8925,0.3074
0.6714,0.9116,0.4904
0.6505,0.9064,0.4501
0.6498,0.9063,0.4498
0.6498,0.9063,0.4498
0.7452,0.9301,0.6055
0.7487,0.931,0.5995
0.6957,0.9176,0.5027
0.6957,0.9176,0.5027
0.6957,0.9176,0.5027
0.7248,0.925,0.5403
0.7003,0.9188,0.5186
0.6693,0.9111,0.4481
0.6723,0.9119,0.4243
0.6704,0.9115,0.4202
0.6331,0.9022,0.3985
0.6331,0.9022,0.3985
0.6318,0.9019,0.4036
0.6361,0.903,0.4112
0.6365,0.903,0.4116
0.6579,0.9083,0.4583
0.6858,0.9151,0.5165
0.6662,0.9103,0.4792
0.6873,0.9155,0.5219
0.6967,0.9178,0.5396
0.7107,0.9213,0.5661
0.7114,0.9215,0.5672
0.6979,0.9181,0.5417
0.71,0.9211,0.5655
0.7222,0.9242,0.5859
0.7402,0.9288,0.6137
0.7424,0.9294,0.6165
0.7421,0.9293,0.6159
0.7581,0.9334,0.6409
0.7278,0.9256,0.5966
0.7368,0.9279,0.6125
0.7369,0.9279,0.6128
0.7343,0.9273,0.6087
0.7387,0.9284,0.6154
0.7399,0.9287,0.6169
0.7251,0.9249,0.5941
0.7286,0.9258,0.5992
0.7322,0.9267,0.6058
0.7237,0.9246,0.5923
0.7222,0.9242,0.5896
0.7239,0.9246,0.5924
0.727,0.9254,0.5974
0.727,0.9254,0.5973
0.7273,0.9255,0.5978
0.726,0.9252,0.5954
0.727,0.9254,0.5977
0.7239,0.9246,0.5934
0.7188,0.9233,0.5853
0.7297,0.9261,0.6032
0.723,0.9244,0.5928
0.7303,0.9263,0.6047
0.764,0.9349,0.6548
0.7537,0.9322,0.643
0.7808,0.9393,0.6776
0.8022,0.9449,0.7028
0.801,0.9446,0.7027
0.8108,0.9472,0.7114
0.8283,0.9519,0.7312
0.7924,0.9423,0.697
0.8562,0.9596,0.7427
0.8355,0.9539,0.7291
0.8528,0.9587,0.739
0.8533,0.9588,0.7418
0.8754,0.965,0.7472
0.8844,0.9677,0.7404
0.8729,0.9644,0.74
