0.592,0.8925,0.3074
0.6669,0.9104,0.4808
0.6575,0.9081,0.4642
0.6711,0.9115,0.4824
0.6622,0.9093,0.4625
0.6602,0.9088,0.4662
0.6602,0.9088,0.4662
0.71,0.9215,0.4547
0.709,0.9212,0.4635
0.7187,0.9238,0.4566
0.6934,0.9172,0.4658
0.6933,0.9171,0.4646
0.6928,0.917,0.4598
0.6927,0.917,0.4598
0.6984,0.9183,0.525
0.6895,0.9168,0.3779
0.6988,0.9184,0.5255
0.7048,0.9199,0.5352
0.7752,0.9379,0.6401
0.7759,0.9381,0.641
0.7456,0.9302,0.6
0.7493,0.9312,0.6044
0.7824,0.9399,0.6402
0.7552,0.9328,0.602
0.7723,0.9372,0.6266
0.7706,0.9367,0.6334
0.7709,0.9368,0.6339
0.7715,0.937,0.6343
0.7786,0.9387,0.6687
0.8037,0.9454,0.6833
0.7967,0.9436,0.6764
0.8186,0.9495,0.683
0.8243,0.9511,0.6847
0.8134,0.948,0.6936
0.8218,0.9503,0.6896
0.8271,0.9518,0.6951
0.8335,0.9536,0.6898
0.8264,0.9516,0.6862
0.8371,0.9546,0.6897
0.8405,0.9556,0.6844
0.835,0.954,0.6809
0.838,0.9549,0.6835
0.8297,0.9525,0.6861
0.8324,0.9532,0.7022
0.8309,0.9527,0.7097
0.8417,0.9557,0.7222
0.8555,0.9596,0.7183
0.8402,0.9552,0.728
0.846,0.9568,0.7314
0.8449,0.9565,0.7346
0.8577,0.9601,0.7258
0.8517,0.9584,0.7342
0.8545,0.9592,0.7343
0.8615,0.9612,0.7204
0.8618,0.9613,0.7291
0.8501,0.9579,0.7397
0.8753,0.9652,0.7159
0.8465,0.9569,0.7349
0.8641,0.962,0.7216
0.8748,0.9651,0.7163
0.8627,0.9615,0.7309
0.8663,0.9626,0.7283
0.8594,0.9606,0.7208
0.8626,0.9615,0.7293
0.8455,0.9567,0.7369
0.838,0.9546,0.7315
0.854,0.9591,0.736
0.8761,0.9655,0.7166
0.8672,0.9629,0.7251
0.8284,0.952,0.7261
0.8705,0.9637,0.7297
0.8631,0.9617,0.7226
0.8679,0.963,0.7321
0.8538,0.959,0.7369
0.8637,0.9618,0.7336
0.8666,0.9626,0.7333
0.8441,0.9563,0.7367
0.851,0.9582,0.7388
0.8448,0.9565,0.7302
0.8549,0.9593,0.7377
0.8622,0.9614,0.7294
0.8204,0.9498,0.7216
0.8535,0.9589,0.7387
0.8662,0.9626,0.7247
0.8498,0.9579,0.7312
0.8574,0.96,0.7299
0.849,0.9577,0.7282
0.8663,0.9626,0.7275
0.8606,0.9609,0.7381
0.8555,0.9594,0.739
0.8645,0.9621,0.7255
0.8703,0.9637,0.7203
0.8705,0.9638,0.7271
0.8486,0.9575,0.7369
0.8674,0.9628,0.7366
0.8735,0.9648,0.709
0.8496,0.9578,0.7314
0.8489,0.9576,0.7351
0.8399,0.9551,0.733
0.8237,0.9507,0.7262
0.8793,0.9663,0.7265
0.8765,0.9655,0.7302
0.8797,0.9664,0.7252
0.8763,0.9654,0.7344
0.8828,0.9673,0.7207
0.867,0.9627,0.7348
0.8848,0.968,0.7121
0.8734,0.9645,0.7341
0.8682,0.9631,0.7328
0.8748,0.965,0.7317
0.8595,0.9606,0.7409
0.8703,0.9636,0.7432
0.8729,0.9643,0.7493
0.8702,0.9636,0.7396
0.8439,0.9562,0.7426
0.8779,0.9658,0.7423
0.8879,0.9688,0.7262
0.8266,0.9515,0.7364
0.8784,0.9659,0.7431
0.8467,0.9569,0.7517
0.8789,0.966,0.7441
0.8846,0.9678,0.7357
0.8796,0.9663,0.7388
0.847,0.9571,0.7462
0.8829,0.9672,0.7386
0.8905,0.9696,0.7261
0.8375,0.9545,0.7378
0.8694,0.9634,0.7386
0.874,0.9647,0.7354
0.8702,0.9636,0.7335
0.8684,0.9631,0.7418
0.8856,0.9681,0.7315
0.8247,0.9509,0.7355
0.8736,0.9645,0.7464
0.858,0.9601,0.7485
0.8739,0.9647,0.7372
0.8358,0.954,0.7431
0.8777,0.9658,0.7378
0.8696,0.9634,0.7495
0.8559,0.9595,0.7444
0.8753,0.965,0.7461
0.878,0.9659,0.7348
0.8705,0.9637,0.7437
0.8776,0.9657,0.7395
0.8877,0.9687,0.7242
0.8718,0.964,0.7548
0.8885,0.9689,0.7288
0.8597,0.9606,0.7449
0.8585,0.9603,0.7369
0.8916,0.97,0.716
0.8444,0.9563,0.7469
0.878,0.9659,0.7384
0.8323,0.953,0.7422
0.8716,0.9639,0.7535
0.876,0.9652,0.7482
0.821,0.9499,0.7337
0.8867,0.9683,0.7399
