0.592,0.8925,0.3074
0.592,0.8925,0.3074
0.592,0.8925,0.3074
0.592,0.8925,0.3074
0.592,0.8925,0.3074
0.592,0.8925,0.3074
0.592,0.8925,0.3074
0.7518,0.9318,0.6276
0.7518,0.9318,0.6276
0.7518,0.9318,0.6276
0.7518,0.9318,0.6276
0.7518,0.9318,0.6276
0.7518,0.9318,0.6276
0.7909,0.942,0.674
0.6822,0.9143,0.4865
0.6822,0.9143,0.4865
0.6822,0.9143,0.4865
0.8034,0.9462,0.5511
0.8034,0.9462,0.5511
0.7597,0.9341,0.5733
0.7276,0.9257,0.5368
0.7276,0.9257,0.5368
0.7276,0.9257,0.5368
0.7276,0.9257,0.5368
0.7276,0.9257,0.5368
0.7276,0.9257,0.5368
0.7374,0.9281,0.5842
0.7374,0.9281,0.5842
0.7374,0.9281,0.5842
0.7374,0.9281,0.5842
0.6848,0.9149,0.5049
0.7429,0.9295,0.6302
0.6978,0.9181,0.5556
0.7236,0.9246,0.5918
0.6703,0.9113,0.4988
0.7293,0.9261,0.58
0.6989,0.9184,0.5518
0.7196,0.9236,0.5702
0.7372,0.9281,0.5953
0.7012,0.9189,0.5544
0.7298,0.9262,0.5981
0.6798,0.9136,0.5146
0.6748,0.9124,0.5057
0.6859,0.9151,0.5264
0.6953,0.9175,0.5379
0.7753,0.9379,0.6434
0.7365,0.9279,0.6033
0.7371,0.928,0.6036
0.7138,0.9221,0.5716
0.7626,0.9346,0.6198
0.7644,0.9351,0.6276
0.7353,0.9276,0.6004
0.7478,0.9308,0.6157
0.6915,0.9165,0.5352
0.6665,0.9104,0.4804
0.6768,0.9129,0.5056
0.7721,0.9372,0.6109
0.6917,0.9166,0.533
0.6897,0.9161,0.5265
0.6758,0.9126,0.5045
0.7115,0.9215,0.5611
0.6966,0.9178,0.5447
0.7344,0.9273,0.6063
0.6841,0.9147,0.5241
0.7516,0.9317,0.6334
0.7073,0.9205,0.5642
0.7006,0.9188,0.5566
0.7034,0.9195,0.5611
0.7475,0.9307,0.6289
0.6581,0.9083,0.4755
0.742,0.9293,0.6159
0.6795,0.9135,0.5202
0.7628,0.9346,0.6398
0.7217,0.9241,0.5889
0.6744,0.9123,0.5062
0.7033,0.9195,0.5577
0.6353,0.9028,0.4222
0.672,0.9117,0.4996
