0.8133,0.9507,0.4695
0.8053,0.9472,0.5119
0.8027,0.9461,0.5397
0.7826,0.9402,0.5781
0.7339,0.9274,0.5422
0.7053,0.9201,0.5114
0.6916,0.9166,0.5017
0.8633,0.9625,0.6365
0.8087,0.947,0.6341
0.7171,0.923,0.5333
0.7307,0.9265,0.5608
0.7118,0.9217,0.5334
0.7038,0.9197,0.5229
0.799,0.9443,0.642
0.7037,0.9197,0.4937
0.7036,0.9197,0.4938
0.7006,0.9189,0.492
0.7897,0.9422,0.5648
0.7896,0.9422,0.5647
0.7717,0.9371,0.6016
0.7429,0.9296,0.5834
0.7429,0.9296,0.5834
0.7421,0.9294,0.5819
0.7422,0.9294,0.5821
0.7438,0.9298,0.5839
0.7438,0.9298,0.5839
0.7308,0.9264,0.5874
0.7307,0.9264,0.5875
0.7269,0.9254,0.5832
0.7263,0.9253,0.5822
0.676,0.9127,0.4935
0.7233,0.9245,0.5814
0.7214,0.924,0.5779
0.7159,0.9226,0.5675
0.6819,0.9141,0.5206
0.6819,0.9141,0.5206
0.6798,0.9136,0.5175
0.6765,0.9128,0.5112
0.6765,0.9128,0.5112
0.7228,0.9244,0.5945
0.7229,0.9244,0.5945
0.7229,0.9244,0.5946
0.723,0.9244,0.5946
0.7186,0.9233,0.5864
0.7164,0.9228,0.5794
0.7238,0.9246,0.5888
0.724,0.9247,0.5891
0.724,0.9247,0.5892
0.7231,0.9244,0.5872
0.7235,0.9246,0.5875
0.7239,0.9247,0.5889
0.7225,0.9243,0.5881
0.7229,0.9244,0.5887
0.7262,0.9252,0.5917
0.6612,0.909,0.4769
0.6808,0.9139,0.5157
0.689,0.9159,0.5291
0.689,0.9159,0.5291
0.689,0.9159,0.5291
0.6724,0.9118,0.5
0.6724,0.9118,0.5
0.6973,0.9179,0.5525
0.6926,0.9168,0.5456
0.6919,0.9166,0.5443
0.6896,0.916,0.5403
0.6896,0.916,0.5402
0.6853,0.9149,0.5326
0.7023,0.9192,0.5643
0.7023,0.9192,0.5643
0.7021,0.9191,0.564
0.7018,0.9191,0.5634
0.7017,0.919,0.5631
0.701,0.9189,0.5613
0.7084,0.9207,0.5732
0.6951,0.9174,0.5474
0.6949,0.9174,0.547
0.6949,0.9174,0.5469
0.6949,0.9174,0.547
0.6948,0.9173,0.5468
0.6926,0.9168,0.5439
0.6914,0.9165,0.5411
0.693,0.9169,0.5441
0.6929,0.9169,0.5439
0.6929,0.9169,0.544
0.6929,0.9168,0.5439
0.6929,0.9168,0.5439
0.6929,0.9168,0.5439
0.7029,0.9193,0.5636
0.7029,0.9193,0.5636
0.7027,0.9193,0.5633
0.7022,0.9192,0.5625
0.7106,0.9213,0.5767
0.7234,0.9245,0.5996
0.7234,0.9245,0.5995
0.7211,0.9239,0.5953
0.7203,0.9237,0.5939
0.7393,0.9285,0.625
0.7393,0.9286,0.6252
0.7314,0.9265,0.6145
0.7301,0.9262,0.612
0.7297,0.9261,0.6114
0.7278,0.9256,0.6087
0.7278,0.9256,0.6087
0.7382,0.9283,0.6218
0.7382,0.9283,0.6218
0.7504,0.9314,0.6379
0.7392,0.9285,0.6219
0.7346,0.9273,0.6149
0.7451,0.93,0.6312
0.7452,0.9301,0.6313
0.7452,0.9301,0.6312
0.7428,0.9294,0.628
0.741,0.929,0.6255
0.7433,0.9296,0.628
0.7433,0.9296,0.628
0.7369,0.9279,0.6199
0.7368,0.9279,0.6196
0.7368,0.9279,0.6195
0.742,0.9292,0.6255
0.7457,0.9302,0.6298
0.7457,0.9302,0.6299
0.7428,0.9294,0.626
0.7428,0.9294,0.6259
0.7427,0.9294,0.6258
0.7427,0.9294,0.6256
0.7461,0.9303,0.6307
0.7454,0.9301,0.6293
0.7509,0.9315,0.6357
0.7502,0.9314,0.6351
0.7502,0.9313,0.6351
0.75,0.9313,0.635
0.7515,0.9317,0.6343
0.7545,0.9325,0.6382
0.7545,0.9325,0.6383
