0.5,0.8713,0.228
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5,0.8713,0.0
0.5873,0.8913,0.293
0.5431,0.8811,0.1615
0.5339,0.879,0.1286
0.5336,0.8789,0.1281
0.6159,0.8981,0.3653
0.67,0.9112,0.4673
0.6435,0.9048,0.4098
0.6358,0.9029,0.4056
0.6289,0.9012,0.3933
0.6199,0.8991,0.3735
0.6372,0.9032,0.4119
0.6403,0.904,0.4117
0.6444,0.905,0.4143
0.6312,0.9018,0.4011
0.6106,0.8968,0.3554
0.6365,0.9031,0.4099
0.6163,0.8982,0.3645
0.5882,0.8916,0.2985
0.6521,0.9068,0.4432
0.6528,0.907,0.4466
0.6186,0.8987,0.3771
0.6159,0.8981,0.3668
0.621,0.8993,0.379
0.6151,0.8979,0.3655
0.6171,0.8984,0.3698
0.6202,0.8991,0.3753
0.6672,0.9105,0.4697
0.6662,0.9103,0.4684
0.667,0.9105,0.4693
0.6698,0.9112,0.4742
0.6702,0.9113,0.475
0.6708,0.9114,0.4751
0.6822,0.9142,0.4932
0.6922,0.9167,0.5058
0.6912,0.9165,0.5033
0.6783,0.9133,0.4864
0.6811,0.914,0.4859
0.6782,0.9133,0.4821
0.678,0.9132,0.4822
0.6656,0.9101,0.4683
0.6911,0.9165,0.5058
0.6808,0.9139,0.4937
0.7092,0.921,0.5317
0.7277,0.9257,0.5506
0.727,0.9256,0.5486
0.7214,0.9241,0.544
0.7197,0.9237,0.5351
0.7297,0.9263,0.5435
0.7354,0.9277,0.5592
0.727,0.9255,0.558
0.7261,0.9253,0.5593
0.7316,0.9267,0.5682
0.7327,0.927,0.5706
0.7345,0.9274,0.5734
0.7446,0.9301,0.5741
0.743,0.9296,0.5749
0.7421,0.9294,0.574
0.7399,0.9288,0.5707
0.7414,0.9292,0.5727
0.7413,0.9292,0.5708
0.7398,0.9288,0.5631
0.7392,0.9287,0.5654
0.7461,0.9305,0.5739
0.7373,0.9282,0.5617
0.7385,0.9285,0.5601
0.7376,0.9283,0.5598
0.7383,0.9284,0.5631
0.7413,0.9292,0.5669
0.7357,0.9278,0.56
0.7345,0.9275,0.5615
0.7362,0.9279,0.5595
0.735,0.9276,0.5587
0.7432,0.9297,0.5722
0.7393,0.9287,0.5657
0.7481,0.9309,0.5875
0.7474,0.9307,0.5875
0.7447,0.9301,0.5847
0.7463,0.9305,0.5851
0.7572,0.9333,0.5932
0.7595,0.9339,0.6096
0.761,0.9343,0.6082
0.7617,0.9344,0.608
0.762,0.9345,0.6119
0.7646,0.9352,0.6192
0.7649,0.9353,0.6193
0.7431,0.9296,0.6091
0.7446,0.9299,0.6155
0.7321,0.9267,0.6023
0.7414,0.9291,0.6077
0.7459,0.9303,0.6128
0.75,0.9314,0.6118
0.7532,0.9322,0.6144
0.76,0.934,0.6222
0.7598,0.9339,0.6299
0.7679,0.936,0.635
0.7758,0.9381,0.6424
0.7683,0.9361,0.6392
0.7737,0.9375,0.6427
0.7748,0.9378,0.6435
0.7364,0.9278,0.6037
0.766,0.9355,0.6244
0.7692,0.9364,0.6254
0.7624,0.9346,0.6243
0.761,0.9342,0.6253
0.7663,0.9356,0.6281
0.7768,0.9383,0.641
0.7706,0.9368,0.6218
0.7722,0.9372,0.6253
0.7721,0.9371,0.6285
0.7656,0.9354,0.6307
0.7716,0.937,0.6301
0.7709,0.9368,0.6245
0.7772,0.9385,0.6318
0.7765,0.9383,0.628
0.7744,0.9378,0.6257
0.7748,0.9379,0.619
0.7778,0.9387,0.6193
0.7746,0.9378,0.6149
0.7839,0.9403,0.635
0.7846,0.9405,0.6394
0.7858,0.9407,0.6459
0.7832,0.94,0.6442
0.7928,0.9426,0.6443
0.798,0.9441,0.6388
0.7935,0.9429,0.6365
0.79,0.9419,0.6342
0.7892,0.9417,0.6343
0.7862,0.9409,0.6322
0.7901,0.9419,0.6355
0.7866,0.941,0.638
0.788,0.9414,0.6376
0.785,0.9406,0.639
0.7744,0.9378,0.6234
0.7815,0.9396,0.6307
0.7769,0.9385,0.6221
0.7777,0.9386,0.6243
0.7729,0.9374,0.62
0.7737,0.9376,0.6189
0.7795,0.9392,0.6205
0.7747,0.9379,0.6187
0.7738,0.9377,0.6104
0.7762,0.9383,0.6119
0.7722,0.9372,0.6094
0.7813,0.9396,0.6198
0.7807,0.9395,0.6185
0.7772,0.9386,0.6101
0.7806,0.9394,0.6225
0.7825,0.94,0.6172
0.8002,0.9447,0.6408
0.7972,0.9439,0.6356
0.7976,0.944,0.6286
0.7757,0.9381,0.621
0.7809,0.9395,0.6252
0.7817,0.9397,0.6294
0.7802,0.9393,0.6296
0.7886,0.9416,0.6285
0.7911,0.9422,0.633
0.789,0.9417,0.6327
0.7948,0.9432,0.6401
0.7913,0.9423,0.6326
0.7932,0.9428,0.6372
0.7923,0.9426,0.6311
0.7899,0.9419,0.6317
0.7982,0.9441,0.6463
0.7957,0.9434,0.6411
0.7963,0.9436,0.6437
0.7964,0.9436,0.6402
0.7957,0.9434,0.642
0.8017,0.945,0.6482
0.7932,0.9427,0.6464
0.7932,0.9427,0.6683
0.7917,0.9423,0.6655
0.7861,0.9407,0.6672
0.7857,0.9406,0.6618
0.7737,0.9375,0.6508
0.7735,0.9375,0.6462
0.7745,0.9377,0.6425
0.774,0.9376,0.6438
0.7777,0.9385,0.6538
0.7772,0.9384,0.6491
0.7734,0.9374,0.646
0.7792,0.939,0.6481
0.777,0.9384,0.6454
0.7742,0.9376,0.6446
0.7761,0.9382,0.6407
0.7734,0.9374,0.6428
0.7765,0.9383,0.6431
0.7774,0.9385,0.6468
0.785,0.9405,0.6574
0.7849,0.9405,0.653
