0.5,0.8713,0.228
0.5,0.8713,0.228
0.5,0.8713,0.228
0.5,0.8713,0.0
0.5,0.8713,0.228
0.5,0.8713,0.228
0.539,0.8802,0.2325
0.5,0.8713,0.0
0.6551,0.9081,0.3423
0.6551,0.9081,0.3423
0.6503,0.9069,0.3336
0.6107,0.8973,0.2902
0.6132,0.8979,0.2912
0.5978,0.8941,0.279
0.602,0.8954,0.2775
0.5844,0.891,0.2652
0.5871,0.8918,0.2665
0.6236,0.9006,0.2977
0.6145,0.8983,0.2906
0.6329,0.9032,0.2982
0.6396,0.9048,0.3045
0.6413,0.9054,0.304
0.6245,0.9008,0.2976
0.6538,0.9084,0.3167
0.6481,0.907,0.312
0.6575,0.9093,0.322
0.6715,0.913,0.3307
0.6758,0.9141,0.3343
0.6931,0.9184,0.3523
0.6909,0.9178,0.3513
0.6746,0.9134,0.3419
0.6866,0.9167,0.3479
0.6923,0.9182,0.3533
0.6992,0.9211,0.3395
0.6841,0.917,0.3293
0.6949,0.9198,0.3379
0.6856,0.9174,0.3311
0.6945,0.9198,0.3365
0.7008,0.9215,0.3409
0.7062,0.9234,0.3414
0.691,0.9189,0.3335
0.6841,0.9172,0.3281
0.6879,0.9181,0.331
0.6782,0.9158,0.3219
0.7236,0.9278,0.3568
0.7131,0.9251,0.3474
0.7125,0.925,0.3469
0.7115,0.9247,0.346
0.7122,0.9249,0.3464
0.71,0.9244,0.3444
0.7223,0.9272,0.3586
0.7188,0.9263,0.3553
0.7179,0.9261,0.3547
0.7135,0.925,0.3502
0.7207,0.9268,0.3568
0.7145,0.9252,0.3512
0.7231,0.9276,0.3576
0.7215,0.9272,0.3557
0.725,0.928,0.3598
0.7286,0.929,0.3629
0.7246,0.928,0.3585
0.724,0.9278,0.3581
0.7103,0.9244,0.3452
0.731,0.9297,0.3642
0.7261,0.9284,0.3593
0.7242,0.928,0.3575
0.7274,0.9287,0.3613
0.7245,0.928,0.3585
0.7237,0.9279,0.3568
0.7354,0.9304,0.3735
0.7372,0.931,0.374
