pressure_time;pressure_radius;pressure_amplitude;young;density;strength;length;diameter;is_broken
6.095343;4.862946;12.261998;157.393586;1597.907404;3.782181;51.299532;0.147504;0
4.750255;3.077233;149.790243;171.451450;1374.549587;5.300549;81.901644;0.174657;1
1.967466;2.669906;154.946110;93.791713;1470.428475;5.054249;81.800133;0.119118;1
9.790923;3.670902;104.512966;142.218491;1371.177380;3.115516;53.021162;0.197518;1
3.654069;1.720905;47.289705;127.262906;1349.950148;2.677496;77.547793;0.185638;0
1.213694;0.665461;145.880785;161.323323;1309.117061;3.703158;83.100432;0.133943;0
1.698447;2.530545;144.477420;100.118242;1449.829807;3.398717;73.551421;0.180780;1
3.749179;3.188666;124.357590;107.545357;1465.244993;2.470214;96.799450;0.112060;1
7.806958;0.726670;79.117340;112.554886;1215.175696;5.170534;84.999483;0.190826;0
5.128910;0.620635;65.549630;85.548201;1545.109446;2.021496;68.453578;0.199280;1
9.213306;3.609840;100.852055;154.285985;1524.212674;4.990172;54.834474;0.146063;1
8.021814;0.524472;36.404746;130.173140;1220.703186;4.726435;79.675789;0.112490;0
4.082714;3.408435;130.346548;126.461355;1483.213430;5.807414;84.444027;0.162084;1
5.194576;1.517470;115.149864;158.123599;1380.972955;2.863958;95.876776;0.137910;1
7.334946;3.932309;64.579825;137.223167;1536.750342;5.906458;53.427683;0.149412;0
7.400650;4.213225;122.932530;173.132380;1264.102646;2.328215;48.621395;0.148119;1
1.249416;4.592048;96.705792;121.769934;1598.721980;5.567938;53.127083;0.108368;0
2.472336;0.338042;83.189151;179.050695;1203.049630;3.393332;80.416062;0.197700;0
3.573312;2.408290;58.586902;134.709457;1218.916079;2.653642;58.549896;0.112838;1
7.246770;1.413549;57.379758;86.483039;1425.071013;2.485370;85.910238;0.163057;1
8.891214;4.257186;103.893069;163.035041;1346.251020;4.092990;77.686491;0.133601;1
3.366172;4.853803;104.715721;128.882270;1588.793691;3.302972;86.344909;0.101892;1
9.800266;3.305381;5.774082;91.778010;1428.648334;2.875285;50.243544;0.118093;0
6.111580;4.265405;161.029860;136.055604;1455.390417;4.504909;53.922558;0.179484;1
8.851395;2.684170;171.534219;92.717844;1347.825902;4.421449;84.433806;0.137554;1
1.129542;1.605503;158.689607;91.006943;1257.881692;5.650203;58.022213;0.193532;0
6.617896;2.346798;88.230650;82.564906;1391.127674;3.335529;64.758253;0.185501;1
7.874378;2.207015;11.078009;133.446929;1297.233079;2.364938;70.694139;0.123942;0
8.618338;2.661964;135.393261;114.542794;1317.028324;2.449138;88.302640;0.102111;1
1.552395;1.131565;113.607547;101.552454;1459.885067;2.984990;47.953806;0.129353;1
5.985672;3.533024;164.802610;149.275188;1479.587488;5.426016;72.926858;0.140662;1
9.253454;0.728226;50.759841;159.299316;1414.740751;5.192718;98.557898;0.165888;0
6.934098;4.396654;26.717006;150.758467;1325.823054;3.237050;65.620310;0.134076;0
9.940525;1.435850;180.668229;131.265444;1477.663844;3.080876;98.357611;0.103718;1
1.526871;3.003575;121.887110;139.016295;1276.687162;2.441182;42.197991;0.179571;0
5.225356;1.917577;159.634198;89.340769;1489.209884;2.997237;96.197637;0.112530;1
5.719758;0.106349;117.964650;120.446958;1291.885193;4.804028;84.191527;0.196792;0
1.789965;1.736723;149.291976;145.748117;1411.832194;3.490130;86.497879;0.136033;1
6.907409;1.165226;129.086375;112.207576;1336.401225;3.060354;54.560468;0.137374;1
6.173747;4.485483;122.893093;111.013704;1233.296775;4.194649;61.502649;0.131440;1
5.053611;2.346835;3.524482;115.206667;1593.287810;2.831323;56.629635;0.124887;0
5.508263;1.473101;196.800281;168.599169;1379.774860;2.096993;48.611398;0.107374;1
2.017538;0.179142;151.834344;156.726403;1442.773702;5.723252;84.208763;0.128096;1
8.283696;4.994131;80.038490;84.196229;1558.800160;5.016467;61.394948;0.118261;1
7.627434;3.028321;3.951319;116.267616;1498.847911;3.219349;98.892295;0.138029;0
3.006206;0.514671;191.622272;118.665825;1239.141922;3.347664;72.047718;0.178438;1
7.433850;3.122134;117.243073;85.341328;1360.513339;3.790749;77.743335;0.120636;1
4.595897;2.027556;80.475563;163.371757;1314.446699;2.768120;90.069310;0.172758;1
2.349141;3.646918;165.912717;119.386325;1201.375119;4.145542;82.290530;0.152293;1
5.103979;4.442031;159.905229;153.431616;1313.861402;3.510360;96.366429;0.125620;1
3.752329;3.630853;24.740534;129.214534;1358.926970;4.706793;63.120160;0.117997;0
2.865720;0.603218;183.051763;88.023240;1253.427968;3.390856;54.729351;0.109593;1
9.648481;0.973077;17.753902;177.041136;1531.655075;4.761334;81.789664;0.195802;0
6.338097;0.588415;167.410203;152.403518;1406.852845;2.315823;70.439312;0.119218;1
7.147001;0.176393;173.621364;95.029654;1336.050610;4.049376;58.482262;0.197374;1
4.681963;3.014345;39.259457;131.271412;1565.374809;4.314905;96.689970;0.163204;0
7.323375;2.469936;89.922037;164.108618;1268.820864;5.428047;82.305506;0.159421;1
4.243086;2.229522;103.048092;80.749909;1457.928407;3.144564;94.270308;0.116093;1
9.494862;2.423539;33.406938;108.214550;1422.869947;3.746344;58.425472;0.101358;1
1.198509;1.133516;117.363824;162.637494;1370.156893;2.128550;67.549181;0.156966;0
2.315672;3.260981;129.810286;126.223439;1336.311254;2.614955;54.155078;0.149681;1
1.500784;3.392412;73.695044;166.752260;1508.856640;3.106436;49.615168;0.189620;0
2.762755;0.775000;94.439128;178.552072;1423.795580;5.033688;78.091670;0.183300;0
5.331474;3.228639;55.800463;144.812921;1418.712432;5.963648;98.918457;0.136621;0
6.107844;3.637047;170.288865;170.258539;1334.956613;5.550457;41.924624;0.129705;1
8.799426;4.958150;99.495716;102.792221;1519.177228;3.372895;82.479044;0.197216;1
2.145932;0.221171;25.392236;161.910429;1504.228153;4.518118;41.833534;0.198565;0
3.529601;0.771784;152.502720;167.409794;1473.530790;2.795611;98.939516;0.111222;1
1.787961;2.389828;102.517131;162.580324;1530.932976;5.440672;58.737517;0.161030;0
4.274522;4.820279;198.440406;167.747574;1279.935279;3.915736;55.957108;0.178423;1
5.909867;3.270713;120.040554;112.990413;1303.641342;4.325146;53.905961;0.186717;1
8.777830;3.490484;62.782376;134.653320;1385.863333;3.815792;51.298500;0.104191;1
7.981892;2.664498;35.836999;143.038652;1479.462244;3.027776;47.841995;0.127541;0
1.408538;1.461034;8.962100;151.665543;1293.697492;5.309206;74.875400;0.126516;0
2.170158;3.821156;7.757101;122.232230;1394.910434;3.903183;43.058288;0.134580;0
6.400523;1.164755;153.767491;120.029313;1515.216861;2.736652;40.130225;0.130810;1
2.689459;2.280539;65.974556;170.062288;1404.107774;4.617388;57.859005;0.174548;0
4.239261;2.493098;11.065159;147.937846;1237.086681;4.528189;76.402739;0.164317;0
2.352256;1.538329;135.984653;95.385920;1293.044760;2.760083;47.069387;0.139657;1
8.611328;0.168720;148.926260;90.672133;1597.522509;3.725198;54.973288;0.128526;1
5.643997;3.240053;56.523802;148.283171;1482.845662;5.242280;43.266917;0.162159;0
2.476511;2.890203;97.285104;90.785351;1324.076043;5.178983;80.813568;0.107588;1
3.302562;3.755041;33.441446;165.925182;1378.597338;2.700146;85.894797;0.195396;0
6.898050;0.647905;140.703436;163.703818;1316.117775;5.456633;54.519898;0.140722;0
7.230658;1.970549;136.087276;108.812429;1295.217963;5.897557;62.184598;0.130867;1
8.672838;3.811568;128.097752;123.794755;1200.490429;3.870974;82.928350;0.125043;1
5.071252;2.188984;102.367741;108.200333;1527.695782;5.270813;44.862721;0.157139;1
8.320047;1.307815;47.742848;93.493720;1589.473356;5.988057;91.106170;0.141199;1
3.970254;1.264841;155.504446;83.944395;1313.518907;5.962442;51.931545;0.172520;1
3.516644;2.641073;159.006347;80.994192;1443.702338;4.450357;89.486104;0.167123;1
7.947477;2.567095;16.543924;135.237395;1507.562074;2.675878;70.429953;0.142825;0
8.391693;2.947907;188.316050;153.490949;1224.340657;3.914054;73.312813;0.137839;1
8.456189;0.815303;63.891371;132.939831;1345.444053;5.722055;77.815627;0.144547;0
7.880282;2.019358;62.081923;94.582280;1435.628190;5.461659;92.065973;0.154688;1
9.224749;1.019332;83.330589;149.111114;1268.719709;5.968348;83.282715;0.195625;0
4.582886;0.955901;22.975385;169.434041;1478.226426;3.366854;51.546164;0.181425;0
3.739980;2.021495;118.025793;129.976817;1487.928343;4.009390;45.617040;0.136477;1
2.667843;2.007336;187.596357;166.825651;1592.077684;5.712188;58.769985;0.136429;1
9.168448;3.031346;163.744318;134.302072;1487.998625;3.677379;81.741207;0.108200;1
9.262166;2.121642;134.938821;118.360193;1424.392921;5.161549;69.269916;0.139760;1
2.192327;3.898339;174.332009;100.386597;1461.592715;2.908278;88.457641;0.130393;1
2.997707;1.180043;174.801311;119.791693;1275.228287;3.259088;73.916628;0.134905;1
4.397350;4.393118;191.499183;136.184574;1408.242953;3.967354;76.601052;0.194786;1
7.152912;2.009178;82.159681;93.081802;1263.500256;2.590275;70.333897;0.117329;1
5.267025;4.965092;189.716557;172.054689;1306.137346;5.456314;65.950545;0.196408;1
6.119346;0.859212;103.947663;96.889073;1282.413612;4.167075;89.453897;0.136245;1
7.966099;0.610295;146.619343;159.842851;1230.465909;5.370459;51.439949;0.130091;1
7.092674;4.605353;130.706092;125.436369;1567.887511;4.681059;97.863407;0.158055;1
2.625064;1.273552;40.970543;145.296166;1318.482335;4.382187;58.707031;0.177431;0
1.650692;1.409657;93.851289;140.299834;1353.182390;5.922433;89.384126;0.103982;0
6.702063;0.753205;31.602341;115.369141;1392.552801;4.759163;57.072087;0.182709;0
2.792572;2.381268;198.935657;80.093358;1249.632899;3.913203;81.120360;0.168491;1
1.712677;3.044190;40.456079;110.073094;1228.263898;5.567742;78.929186;0.159275;0
1.547616;4.181652;136.555996;149.327069;1267.780040;3.154950;54.926979;0.137535;1
1.830381;3.856910;101.402755;133.782756;1475.804987;3.735252;49.080607;0.114201;0
3.638451;2.833937;49.715835;148.173778;1592.562958;2.798167;97.255463;0.124356;1
3.995583;0.304789;123.520795;167.628887;1337.686201;4.386998;43.368578;0.132790;0
6.131870;1.167670;25.719063;165.122683;1518.517055;2.870522;59.727661;0.167696;0
2.849088;4.844613;98.357280;154.900712;1490.879385;4.941793;70.118560;0.169898;0
2.595795;0.718174;74.347229;157.568054;1263.850678;2.929285;53.280053;0.109518;1
7.421400;3.654065;143.218131;170.184105;1590.969204;5.184516;99.792364;0.168143;1
5.421135;2.334970;114.426687;144.072418;1438.972750;3.966296;41.386770;0.139627;1
2.487232;3.621840;41.712836;100.497072;1221.604820;3.452922;50.912816;0.100821;0
6.483720;3.244894;188.509691;162.297760;1344.286380;5.631123;92.157359;0.112151;1
1.785592;2.173582;165.366548;132.024782;1481.020525;2.065957;64.944831;0.159703;1
7.862043;2.574708;119.548185;111.080462;1381.025312;2.450886;80.774853;0.121539;1
1.448915;4.674643;130.261485;177.048739;1277.516869;5.463954;85.249750;0.165837;0
8.814377;0.140171;27.049152;146.185007;1497.362027;3.425195;81.621952;0.190147;0
7.724436;2.934829;127.478692;173.571917;1353.177732;2.751749;85.703145;0.105585;1
2.234165;2.783774;33.393333;94.438612;1495.553670;4.959607;68.306384;0.109429;0
5.262578;1.981974;17.895196;83.296122;1222.703403;2.638113;82.496448;0.125055;0
1.094549;0.503351;170.655405;124.921795;1452.852502;3.118859;48.479586;0.124257;1
4.123167;4.338714;74.861035;168.583945;1308.555859;5.596244;60.399714;0.154263;0
9.474688;3.964590;70.858018;160.694575;1242.298809;2.323440;72.174248;0.180463;1
3.458866;3.696798;30.247164;95.833389;1288.672313;4.664590;94.787498;0.142342;0
8.279937;3.610685;32.597460;122.751249;1354.249551;5.068824;43.660940;0.141322;0
9.385490;2.932626;137.975908;84.150130;1398.206634;2.397821;79.956869;0.137895;1
3.261485;2.964160;145.029849;178.392074;1275.822935;5.490041;57.366360;0.118610;1
6.567515;1.674329;16.830388;163.932405;1475.157453;4.379960;88.391224;0.191634;0
5.407482;1.937184;17.295357;164.428257;1392.893456;4.295272;99.051156;0.167317;0
4.390453;4.852753;57.599728;149.052694;1259.649154;2.180328;98.383348;0.159346;1
7.068475;0.206634;76.529652;109.197934;1276.029215;4.626774;69.222890;0.199192;0
6.805407;0.583052;133.793226;119.929772;1307.344566;4.545244;77.936912;0.185098;1
3.151846;0.148409;69.339503;118.125228;1358.096642;4.537768;79.960575;0.116614;0
3.241948;1.572801;162.276048;176.530871;1582.175678;3.517889;99.929766;0.195477;1
6.836195;4.678791;63.566606;110.855639;1512.224906;3.045246;48.452610;0.133700;1
3.924469;3.154644;44.755838;178.012283;1445.095173;5.384743;71.529473;0.175954;0
7.223496;3.376070;123.616053;159.085074;1362.300941;5.169365;71.492831;0.101478;1
6.640528;0.159331;162.903665;153.518500;1236.274545;4.366007;83.248280;0.117615;1
8.919238;0.155715;120.403734;118.636533;1380.773735;4.639515;75.939230;0.184896;1
9.569527;4.118783;190.297921;124.153454;1222.167880;5.824940;99.836173;0.172543;1
4.002838;3.663042;154.156844;92.935796;1456.133957;3.763323;64.899673;0.107938;1
