0,0,0,0,0
98,98,98,98,1
0,61,98,98,0
98,98,0,67,1
62,98,0,98,1
64,0,98,19,0
7,98,0,56,1
0,98,88,0,0
28,0,19,98,1
98,46,98,98,1
98,4,98,98,0
1,0,45,72,0
0,74,14,98,1
22,40,54,16,0
66,72,98,54,0
0,96,49,60,0
0,91,19,0,0
98,53,96,0,0
61,97,67,0,0
82,20,40,0,0
66,0,53,65,0
98,63,1,0,1
51,36,83,97,1
98,47,55,48,1
45,26,87,98,0
98,39,68,46,0
45,0,17,28,0
98,0,10,46,1
37,98,97,90,1
13,47,62,66,0
28,98,91,76,0
98,1,21,41,1
0,46,8,21,0
98,98,87,28,0
98,69,44,2,0
50,66,19,0,0
44,79,55,42,0
0,98,0,47,1
98,50,98,82,1
98,1,30,39,0
98,0,52,98,1
83,98,45,33,1
54,38,69,53,0
0,98,7,43,1
92,45,98,79,1
0,0,12,43,0
0,36,35,98,1
36,0,52,98,0
87,41,98,77,1
80,37,96,76,0
34,98,21,25,1
33,28,6,0,0
82,98,13,0,0
0,0,11,97,1
68,50,42,26,0
42,66,98,98,1
35,98,26,21,1
84,98,47,28,1
0,82,16,40,1
95,98,98,68,1
35,98,29,18,0
29,18,44,48,0
87,48,11,0,0
47,64,98,89,1
0,31,48,98,0
72,0,6,0,0
0,92,69,97,0
98,0,58,90,1
12,65,34,43,0
42,63,98,87,1
37,59,91,77,0
80,88,54,30,1
0,98,16,38,1
98,12,69,74,1
98,9,71,71,0
91,74,59,36,1
80,73,67,37,0
0,98,19,37,1
72,6,68,98,1
71,3,71,98,0
91,98,98,63,1
0,32,27,51,0
0,68,41,86,1
84,98,46,19,0
0,98,22,36,0
0,0,18,98,0
98,36,29,27,1
67,16,38,37,0
56,98,77,59,1
98,86,98,59,1
0,65,48,89,0
98,34,34,27,1
55,98,78,57,1
98,61,92,59,1
98,33,39,28,0
61,98,76,52,1
21,46,72,98,1
19,45,74,98,0
98,60,94,56,0
16,20,24,23,0
53,98,79,55,1
61,98,77,48,1
52,98,81,52,0
62,30,17,14,0
24,79,64,68,1
18,65,5,0,0
36,25,62,77,0
98,15,14,13,0
22,79,66,67,0
49,96,5,0,0
30,51,24,21,0
31,0,32,73,0
60,80,36,21,0
85,98,98,55,1
27,78,98,98,1
67,21,73,74,0
25,98,41,44,1
81,98,98,51,0
31,51,56,43,0
24,98,44,43,1
23,98,45,40,0
75,1,15,28,0
89,17,51,52,1
89,15,52,51,0
0,11,17,70,0
27,1,0,12,0
72,73,0,0,1
23,80,98,98,0
98,74,15,6,1
65,98,60,36,1
63,98,62,33,0
98,61,48,30,1
44,34,41,29,0
0,75,10,23,0
