55,10,26,88,1
88,18,83,8,0
54,76,95,44,0
97,34,85,71,1
98,1,67,37,0
31,88,46,97,1
84,18,82,62,0
65,89,32,84,1
73,91,63,98,1
37,82,69,61,1
45,69,71,2,0
74,69,57,65,1
77,7,59,26,0
48,33,95,43,0
25,1,33,30,0
34,60,1,46,1
51,67,97,92,1
11,81,98,71,0
78,1,67,38,0
79,42,98,27,0
18,85,21,18,0
52,13,96,42,0
4,83,53,97,1
6,72,14,97,1
41,87,11,66,1
36,19,71,94,0
72,68,79,15,0
92,85,83,70,1
72,19,53,96,1
59,56,21,8,0
20,2,71,66,0
46,64,59,5,0
76,48,39,61,1
5,86,20,21,0
47,2,22,42,0
47,11,18,75,1
41,0,69,72,0
18,1,52,66,0
6,73,30,43,0
32,48,46,61,1
64,39,59,52,0
9,19,48,17,0
24,88,54,27,0
77,30,77,28,0
90,71,91,62,1
82,68,89,61,1
25,65,47,83,1
56,81,27,48,1
23,43,52,38,0
38,51,46,15,0
62,56,71,25,0
54,58,13,59,1
35,33,63,16,0
87,57,17,34,1
77,40,4,64,1
60,91,90,33,0
47,61,45,3,0
7,96,24,82,1
53,22,47,64,1
74,56,10,81,1
11,86,69,31,0
67,84,75,20,0
64,62,52,73,1
4,80,42,14,0
47,56,78,76,1
28,55,38,12,0
26,76,48,1,0
11,95,26,56,1
35,14,8,26,1
81,71,7,60,1
81,72,25,10,0
62,78,36,97,1
32,57,88,70,0
24,61,81,66,0
64,14,6,96,1
38,74,97,19,0
19,97,32,45,1
56,19,4,36,1
79,39,17,59,1
91,0,74,91,0
7,36,11,90,1
57,90,64,39,0
7,26,81,77,0
29,40,19,83,1
28,97,41,79,1
7,86,83,61,0
17,29,68,65,0
94,62,73,94,1
41,7,73,70,0
89,16,58,93,1
97,39,11,23,1
98,29,97,4,0
30,9,73,58,0
95,65,48,37,1
39,83,6,8,1
7,19,22,64,1
46,2,2,13,0
75,81,38,30,1
56,48,26,18,0
94,76,53,47,1
28,3,18,1,0
35,88,5,9,1
39,36,2,65,1
87,77,79,40,0
82,94,85,51,1
59,7,11,8,0
7,80,60,43,0
58,8,91,34,0
93,21,33,52,1
76,58,32,5,0
93,86,15,14,1
89,26,47,17,0
86,90,88,88,1
50,18,15,65,1
26,78,60,32,0
18,19,97,50,0
28,34,20,92,1
8,39,81,96,0
59,94,80,97,1
78,77,40,19,0
49,27,73,70,0
16,40,30,12,0
81,89,89,47,0
8,51,58,53,0
83,36,70,16,0
71,4,37,82,1
93,6,81,78,0
57,62,72,94,1
16,93,57,22,0
3,4,44,25,0
59,89,52,98,1
87,5,9,74,1
37,84,68,86,1
23,48,46,97,1
53,30,81,25,0
17,61,62,56,0
35,93,94,81,1
97,61,30,17,1
12,69,39,94,1
72,32,5,73,1
14,28,33,37,0
49,79,5,91,1
68,53,72,65,1
89,10,43,62,1
47,68,52,47,1
60,42,15,59,1
28,41,67,50,0
52,29,59,26,0
20,10,72,33,0
48,92,96,68,1
27,65,80,93,1
36,93,76,23,0
33,52,20,21,0
25,15,70,57,0
70,78,86,89,1
96,28,69,18,0
15,23,37,44,0
52,55,87,37,0
4,23,77,0,0
80,45,4,64,1
11,80,74,53,0
41,11,98,12,0
31,68,62,98,1
65,83,83,79,1
37,91,87,75,1
74,49,9,78,1
4,97,73,62,0
5,29,83,43,0
19,59,22,21,0
6,41,14,75,1
13,76,19,8,0
30,64,39,46,1
59,62,47,74,1
93,24,28,48,1
2,46,71,72,0
66,83,39,18,0
59,33,75,8,0
1,34,6,71,1
19,18,16,53,1
42,49,32,3,0
65,7,38,73,1
41,1,57,28,0
58,33,14,86,1
9,57,10,13,0
21,18,98,69,0
82,33,33,81,1
37,25,39,62,1
73,43,37,34,1
77,73,32,81,1
8,20,51,58,0
67,73,75,45,0
36,19,71,10,0
35,7,25,70,1
76,16,76,20,0
51,45,91,76,0
54,87,71,41,0
98,7,87,83,0
14,92,79,76,0
17,46,28,0,0
13,8,4,71,1
95,95,36,88,1
46,80,38,25,0
7,17,19,20,0
89,30,25,39,1
46,57,72,14,0
96,49,59,54,1
89,41,45,86,1
86,55,1,32,1
77,10,71,32,0
32,81,39,66,1
79,95,14,54,1
88,2,98,62,0
4,76,35,81,1
68,27,56,83,1
81,83,19,15,1
42,61,12,36,1
96,8,90,67,0
89,22,38,46,1
39,62,12,11,0
19,12,85,70,0
5,37,87,97,0
75,30,37,38,1
50,68,65,25,0
44,80,98,40,0
60,78,80,80,1
