0,0,0,0,0
98,98,98,98,1
0,57,98,98,0
98,98,0,69,1
43,98,0,59,1
68,0,98,17,0
1,98,0,58,1
0,95,98,0,0
14,0,16,98,1
98,48,94,98,1
98,12,98,98,0
18,0,51,64,0
51,65,98,46,0
0,72,43,48,0
31,34,53,0,0
98,57,94,0,0
98,30,60,48,1
47,98,93,98,1
57,98,83,0,0
0,98,15,0,0
46,28,77,98,1
76,0,61,61,0
43,21,84,98,0
0,98,59,96,1
22,98,79,74,1
16,98,84,68,0
74,0,45,1,0
98,39,95,51,0
0,49,9,16,0
95,98,98,36,0
51,80,32,0,0
98,98,48,14,0
96,74,0,0,1
75,48,55,26,0
36,1,24,26,0
48,98,56,41,1
37,98,56,35,0
22,44,71,64,0
0,24,61,98,0
0,0,11,51,0
6,0,19,98,1
0,0,19,98,0
62,38,21,0,0
98,65,21,0,0
42,61,98,88,1
0,34,32,67,0
0,69,54,98,0
46,23,54,43,0
71,48,98,84,1
98,14,46,32,0
98,17,14,0,0
61,0,1,0,0
67,43,98,77,0
74,85,66,38,0
66,98,98,65,1
33,59,50,31,0
34,69,98,82,0
27,72,2,0,0
79,98,10,0,0
29,27,2,0,0
0,98,16,39,1
13,29,36,31,0
65,98,98,60,1
73,1,71,98,0
73,0,21,31,0
29,98,22,22,1
50,98,98,63,0
33,0,55,98,0
51,0,34,62,0
98,0,41,88,1
22,84,28,22,0
84,71,98,57,0
98,0,49,86,1
0,98,52,70,0
73,34,71,55,0
62,67,1,0,1
98,20,73,74,1
4,98,72,98,0
98,61,70,42,1
98,18,77,71,0
98,62,73,38,0
21,48,73,98,1
66,98,39,23,1
33,50,23,13,0
31,75,72,53,0
25,98,98,97,1
50,15,62,75,0
77,74,36,19,0
68,67,6,0,0
93,39,29,19,0
47,98,3,0,0
0,98,23,40,0
20,44,76,96,0
22,95,98,98,1
98,40,98,83,1
0,18,9,25,0
0,43,34,98,1
98,0,56,86,1
87,43,1,0,0
64,25,36,24,0
20,92,98,98,1
13,70,75,79,0
55,56,69,43,0
19,92,98,96,0
0,79,7,23,1
97,37,98,81,1
59,98,40,22,0
72,24,90,98,1
0,44,39,94,1
98,0,40,58,1
98,0,6,24,1
14,14,39,87,0
0,78,9,22,0
61,0,43,91,1
71,23,94,98,1
70,22,98,98,0
6,57,50,72,0
0,50,24,41,0
66,0,46,85,1
25,1,25,53,0
98,36,61,43,0
48,36,80,67,0
43,46,98,97,0
95,35,98,80,1
27,0,2,9,0
21,28,49,55,0
50,19,11,15,0
56,55,35,23,0
78,23,11,19,1
98,61,46,30,1
74,95,89,52,1
98,0,11,22,1
71,19,80,77,0
98,0,44,56,0
