0,0,0,0,0
98,98,98,98,1
0,51,98,98,0
91,98,0,98,1
71,0,98,13,0
22,98,0,60,1
0,98,94,0,0
0,22,2,98,1
98,7,98,98,0
66,77,98,50,0
0,61,35,45,0
36,0,58,71,0
98,27,49,49,1
17,98,51,98,1
43,52,64,0,0
0,98,52,97,1
98,98,87,0,0
0,98,0,0,0
21,98,69,77,1
49,0,35,15,0
97,32,69,49,0
17,98,74,70,0
57,47,85,98,1
98,55,45,0,0
59,98,28,0,0
34,49,5,0,0
98,98,44,41,1
56,44,98,94,1
51,34,98,83,0
0,0,25,48,0
0,29,48,98,0
98,4,33,0,0
98,80,0,10,1
80,98,57,36,1
35,48,68,49,0
49,98,60,36,0
0,98,2,50,1
21,98,24,32,1
98,98,44,17,0
80,0,65,74,0
16,98,31,27,0
68,37,44,27,0
98,56,98,73,1
95,79,7,0,0
78,36,7,0,0
18,29,32,22,0
38,75,98,89,1
0,0,17,91,0
96,0,41,42,0
98,98,80,43,1
98,73,73,37,0
0,63,61,78,0
37,73,98,81,0
0,62,6,17,0
40,9,0,0,0
77,0,5,22,1
11,28,47,60,0
41,69,34,18,0
32,25,69,98,1
28,21,74,98,0
89,36,98,73,0
0,96,41,60,0
98,98,98,51,1
75,0,5,11,0
36,86,1,0,0
60,0,39,50,0
63,65,67,32,0
97,98,98,47,0
98,30,25,24,1
63,28,73,60,0
76,72,31,16,0
58,0,52,98,1
61,10,79,98,0
19,98,95,98,1
15,98,98,98,0
23,78,55,47,0
25,0,40,98,0
64,67,0,2,1
97,32,28,19,0
0,89,69,98,0
63,66,3,0,0
38,21,50,41,0
21,0,15,22,0
25,49,78,80,0
98,64,98,57,0
47,98,84,60,1
6,32,1,5,0
44,98,91,62,0
49,30,22,14,0
98,52,49,33,1
0,98,3,32,1
78,98,75,36,0
24,0,29,68,0
98,51,51,31,0
54,55,87,64,0
98,2,68,98,1
75,12,28,27,0
24,53,46,32,0
0,31,25,44,0
0,25,26,78,0
0,0,0,65,1
0,82,15,37,1
73,98,2,0,1
79,53,79,50,0
98,17,0,7,1
98,15,0,2,0
17,71,85,98,0
44,76,76,50,0
98,18,78,80,1
0,90,8,27,1
98,0,15,26,1
69,97,44,22,0
77,19,53,47,0
50,0,54,96,0
36,27,68,69,0
76,25,98,96,1
98,16,80,77,0
98,0,17,24,0
98,53,12,9,1
0,50,37,71,0
35,0,29,42,0
0,89,10,25,0
98,53,14,6,0
0,17,9,26,0
0,63,38,98,1
0,57,42,98,1
16,71,25,27,0
44,98,32,23,1
84,98,21,9,1
43,97,35,21,0
12,49,62,98,1
37,52,95,98,1
75,23,98,93,0
35,51,96,98,0
