0,0,0,0,0
98,98,98,98,1
0.002,65.002,98.002,98.002,0
98.004,98.004,0.004,61.004,1
66.006,98.006,0.006,96.006,1
66.008,0.008,98.008,22.008,0
12.01,98.01,0.01,55.01,1
40.012,0.012,22.012,98.012,1
0.014,98.014,73.014,0.014,0
0.016,69.016,0.016,74.016,1
98.018,54.018,91.018,98.018,1
98.02,24.02,98.02,98.02,1
4.022,0.022,57.022,63.022,0
58.024,13.024,98.024,98.024,0
49.026,70.026,98.026,41.026,0
0.028,72.028,34.028,59.028,0
33.03,38.03,51.03,1.03,0
0.032,89.032,6.032,0.032,0
98.034,98.034,96.034,0.034,0
98.036,45.036,51.036,32.036,0
69.038,98.038,27.038,0.038,0
98.04,98.04,98.04,82.04,1
76.042,23.042,0.042,0.042,0
59.044,98.044,98.044,98.044,1
59.046,0.046,37.046,41.046,0
98.048,56.048,98.048,77.048,1
98.05,0.05,56.05,84.05,1
98.052,75.052,0.052000000000000005,37.052,1
98.054,0.054,61.054,78.054,0
98.056,45.056,98.056,68.056,1
46.058,98.058,98.058,91.058,1
98.06,68.06,0.06,26.06,1
91.062,37.062,98.062,60.062,0
27.064,98.064,71.064,75.064,1
39.066,98.066,52.066,38.066,0
94.068,98.068,98.068,54.068,1
5.07,98.07,57.07,98.07,1
1.072,44.072,4.072,27.072,1
27.074,45.074,0.074,0.074,0
98.076,68.076,0.076,17.076,1
98.078,97.078,55.078,33.078,1
30.08,41.08,74.08,72.08,0
38.082,98.082,98.082,84.082,1
0.084,98.084,58.084,96.084,1
0.08600000000000001,28.086,24.086,35.086,0
98.088,67.088,1.088,10.088,1
0.09,98.09,61.09,92.09,0
33.092,98.092,97.092,80.092,1
29.094,98.094,97.094,76.094,0
98.096,68.096,0.096,4.096,1
98.098,67.098,3.098,0.098,1
98.1,1.1,9.1,36.1,1
98.102,61.102,18.102,0.10200000000000001,0
47.104,0.10400000000000001,56.104,83.104,0
0.106,33.106,46.106,98.106,0
98.108,81.108,98.108,44.108,0
98.11,91.11,55.11,22.11,0
0.112,0.112,17.112,85.112,0
98.114,2.114,16.114,30.114,1
98.116,1.116,21.116,25.116,0
56.118,39.118,64.118,37.118,0
41.12,1.12,8.12,13.12,0
36.122,79.122,17.122,20.122,1
26.124,67.124,28.124,25.124,0
63.126,49.126,29.126,17.126,0
0.128,98.128,6.128,41.128,1
42.13,59.13,98.13,98.13,1
41.132,84.132,0.132,3.132,1
40.134,84.134,1.134,0.134,0
98.136,16.136,97.136,94.136,1
98.138,11.138,98.138,91.138,0
0.14,98.14,10.14,39.14,1
23.142,0.14200000000000002,21.142,52.142,0
39.144,57.144,98.144,98.144,1
